,title,price,link
20,"Lenovo ThinkPad E15 Intel Core i5 12th Gen 15.6"" (39.62cm) FHD 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Backlit/FPR/Black/1.7 kg), 21E6S05B00  ","63,990",https://amazon.in//Lenovo-ThinkPad-39-62cm-Windows-21E6S05B00/dp/B0BYP39PWG/ref=sr_1_99?crid=1I4MOMTVBBY8T&dib=eyJ2IjoiMSJ9.Q2dmYQ8bNxU4xZzASqCI27Y0MbnBZnCSUm8moPwkdgmdx6KtEq1RuH5yW24_mrz14go0ylMqGAVFwUEOyfRTneI3avoVoOSZZWcvjbFiTLOeIVh4u9g946A3IFXCCc5OLRy5x9Y2Y9Jm50KLtGeVCah7al1P5MVxWt92gBaOGC7eGZCLDqwmn58wNO3WXJdeX1MTIViXhQMyqQNaakrBYcQGjlDwXSAPbWYLHfSkkZg.GHVpOFNLYgAUnX6AQffbzrCfcAFP7_-vh_RmZ06t7hE&dib_tag=se&keywords=laptop&qid=1729535474&sprefix=laptop%2Caps%2C245&sr=8-99
21,"HP 15s Ryzen 3 5300U (8GB RAM/512GB SSD/FHD/Windows 11/MS Officeâ€™21/15.6"" (39.6cm)/Silver/1.69 kg) eq2212AU Laptop  ","31,989",https://amazon.in//HP-Anti-Glare-Graphics-15s-eq2212AU/dp/B0BQN2HV46/ref=sr_1_100?crid=1I4MOMTVBBY8T&dib=eyJ2IjoiMSJ9.Q2dmYQ8bNxU4xZzASqCI27Y0MbnBZnCSUm8moPwkdgmdx6KtEq1RuH5yW24_mrz14go0ylMqGAVFwUEOyfRTneI3avoVoOSZZWcvjbFiTLOeIVh4u9g946A3IFXCCc5OLRy5x9Y2Y9Jm50KLtGeVCah7al1P5MVxWt92gBaOGC7eGZCLDqwmn58wNO3WXJdeX1MTIViXhQMyqQNaakrBYcQGjlDwXSAPbWYLHfSkkZg.GHVpOFNLYgAUnX6AQffbzrCfcAFP7_-vh_RmZ06t7hE&dib_tag=se&keywords=laptop&qid=1729535474&sprefix=laptop%2Caps%2C245&sr=8-100
22,"(Refurbished) Acer ALG 12th Gen Intel Core i5 Gaming Laptop (16GB RAM/1TB SSD/6GB RTX 3050 Graphics/144Hz/Win11Home/Wifi 6) AL15G-52, 39.62cm (15.6 inch) FHD Display, Premium Metal Body, Steel Gray, 1.99KG  ","50,992",https://amazon.in//Refurbished-Acer-Graphics-Win11Home-AL15G-52/dp/B0D94B8X95/ref=sr_1_101?crid=1I4MOMTVBBY8T&dib=eyJ2IjoiMSJ9.Q2dmYQ8bNxU4xZzASqCI27Y0MbnBZnCSUm8moPwkdgmdx6KtEq1RuH5yW24_mrz14go0ylMqGAVFwUEOyfRTneI3avoVoOSZZWcvjbFiTLOeIVh4u9g946A3IFXCCc5OLRy5x9Y2Y9Jm50KLtGeVCah7al1P5MVxWt92gBaOGC7eGZCLDqwmn58wNO3WXJdeX1MTIViXhQMyqQNaakrBYcQGjlDwXSAPbWYLHfSkkZg.GHVpOFNLYgAUnX6AQffbzrCfcAFP7_-vh_RmZ06t7hE&dib_tag=se&keywords=laptop&qid=1729535474&sprefix=laptop%2Caps%2C245&sr=8-101
23,(Refurbished) Lenovo ThinkPad T495 AMD Ryzen 7 Pro Thin & Light HD Touchscreen Laptop (16 GB DDR4 RAM/256 GB SSD/14 (35.6 cm) HD/Windows 11/MS Office/WiFi/Bluetooth/Webcam/AMD Radeon Graphics)  ,"22,699",https://amazon.in//Refurbished-Lenovo-ThinkPad-Touchscreen-Bluetooth/dp/B0DJBSR5KX/ref=sr_1_102?crid=1I4MOMTVBBY8T&dib=eyJ2IjoiMSJ9.Q2dmYQ8bNxU4xZzASqCI27Y0MbnBZnCSUm8moPwkdgmdx6KtEq1RuH5yW24_mrz14go0ylMqGAVFwUEOyfRTneI3avoVoOSZZWcvjbFiTLOeIVh4u9g946A3IFXCCc5OLRy5x9Y2Y9Jm50KLtGeVCah7al1P5MVxWt92gBaOGC7eGZCLDqwmn58wNO3WXJdeX1MTIViXhQMyqQNaakrBYcQGjlDwXSAPbWYLHfSkkZg.GHVpOFNLYgAUnX6AQffbzrCfcAFP7_-vh_RmZ06t7hE&dib_tag=se&keywords=laptop&qid=1729535474&sprefix=laptop%2Caps%2C245&sr=8-102
24,"HP 15s Core i3 12th Gen (8GB RAM/512GB SSD/FHD/MS Office 21/Windows 11/15.6"" (39.6cm)/Silver/1.69 kg) fy5011TU Laptop  ","36,990",https://amazon.in//HP-Office-Windows-39-6cm-fy5011TU/dp/B0D4LZMJ5Z/ref=sr_1_29?crid=1I4MOMTVBBY8T&dib=eyJ2IjoiMSJ9.1W0buun-v-75B7EFlMS2z2Mb57dCNKrFj-KeoUBwvefOC_6umSWQja5-wpc93c1y7hlljv2MvsrsJMa5ozEEdKmWEoxM1btIqLpPTAmd3EOkLC9i5ZKE5d590K8dvueC22rfivQcmHaJ5NfL7qn4rsSDxf-eDFDxcvEQvmlIYVA5w4TAUTGBKy3xzcwbxaO9HnIV0LmPLcZ_h5m9BTA2KOrXoV3tkVC2scc5FPWKoBs._GEvncubdewqhR7Qn2TOMWC6ldMgwhpdvcTGpSrOZ7k&dib_tag=se&keywords=laptop&qid=1729535432&sprefix=laptop%2Caps%2C245&sr=8-29
25,"FUTOPIA ULTIMUS Pro, N4020c with 3-in-1 Sleeve Thin & Light (4GB RAM/128GB eMMC, 14.1-inch (35.8 cm) HD Display, Win 11 Home, Matt Black, 1.20 Kg) NU14U3CNC43BN-MB  ","10,490",https://amazon.in//FUTOPIA-ULTIMUS-14-1-inch-Display-NU14U3CNC43BN-MB/dp/B0D98DS8ZR/ref=sr_1_103?crid=1I4MOMTVBBY8T&dib=eyJ2IjoiMSJ9.Q2dmYQ8bNxU4xZzASqCI27Y0MbnBZnCSUm8moPwkdgmdx6KtEq1RuH5yW24_mrz14go0ylMqGAVFwUEOyfRTneI3avoVoOSZZWcvjbFiTLOeIVh4u9g946A3IFXCCc5OLRy5x9Y2Y9Jm50KLtGeVCah7al1P5MVxWt92gBaOGC7eGZCLDqwmn58wNO3WXJdeX1MTIViXhQMyqQNaakrBYcQGjlDwXSAPbWYLHfSkkZg.GHVpOFNLYgAUnX6AQffbzrCfcAFP7_-vh_RmZ06t7hE&dib_tag=se&keywords=laptop&qid=1729535474&sprefix=laptop%2Caps%2C245&sr=8-103
26,"ASUS TUF Gaming A15, 15.6"" FHD 16:9, 144Hz 250nits, AMD Ryzen 7 7435HS Processor, Gaming Laptop (16GB RAM/512GB SSD/RTX 4060/Win 11/Office Home/90WHr Battery/Mecha Gray/2.2 Kg),FA507NVR-LP104WS  ","89,990",https://amazon.in//ASUS-TUF-Gaming-15-6-FA507NVR-LP104WS/dp/B0DDTNZ2LR/ref=sr_1_104?crid=1I4MOMTVBBY8T&dib=eyJ2IjoiMSJ9.Q2dmYQ8bNxU4xZzASqCI27Y0MbnBZnCSUm8moPwkdgmdx6KtEq1RuH5yW24_mrz14go0ylMqGAVFwUEOyfRTneI3avoVoOSZZWcvjbFiTLOeIVh4u9g946A3IFXCCc5OLRy5x9Y2Y9Jm50KLtGeVCah7al1P5MVxWt92gBaOGC7eGZCLDqwmn58wNO3WXJdeX1MTIViXhQMyqQNaakrBYcQGjlDwXSAPbWYLHfSkkZg.GHVpOFNLYgAUnX6AQffbzrCfcAFP7_-vh_RmZ06t7hE&dib_tag=se&keywords=laptop&qid=1729535474&sprefix=laptop%2Caps%2C245&sr=8-104
27,"Primebook S 4G, 2024(New, WiFi+4G) Android Based MediaTek MT8788 - (PrimeOS) 4G SIM Slot, Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C, USB, HDMI, MicroSD) (4GB/128GB eMMC Storage, Black)  ","14,990",https://amazon.in//Primebook-4G-Android-MediaTek-MT8788/dp/B0D1Y359QD/ref=sr_1_105?crid=1I4MOMTVBBY8T&dib=eyJ2IjoiMSJ9.Q2dmYQ8bNxU4xZzASqCI27Y0MbnBZnCSUm8moPwkdgmdx6KtEq1RuH5yW24_mrz14go0ylMqGAVFwUEOyfRTneI3avoVoOSZZWcvjbFiTLOeIVh4u9g946A3IFXCCc5OLRy5x9Y2Y9Jm50KLtGeVCah7al1P5MVxWt92gBaOGC7eGZCLDqwmn58wNO3WXJdeX1MTIViXhQMyqQNaakrBYcQGjlDwXSAPbWYLHfSkkZg.GHVpOFNLYgAUnX6AQffbzrCfcAFP7_-vh_RmZ06t7hE&dib_tag=se&keywords=laptop&qid=1729535474&sprefix=laptop%2Caps%2C245&sr=8-105
28,(Refurbished) Dell Precision 5540 Laptop / Intel Core i9-9880H / 32GB RAM / 1TB SSD / Nvidia Quadro T2000 with 4GB Graphics / Windows 11 Pro / 15.6 inches Ultra HD 4K Touchscreen Display  ,"61,999",https://amazon.in//Refurbished-Dell-Precision-i9-9880H-Touchscreen/dp/B0DJ3LG1LD/ref=sr_1_106?crid=1I4MOMTVBBY8T&dib=eyJ2IjoiMSJ9.Q2dmYQ8bNxU4xZzASqCI27Y0MbnBZnCSUm8moPwkdgmdx6KtEq1RuH5yW24_mrz14go0ylMqGAVFwUEOyfRTneI3avoVoOSZZWcvjbFiTLOeIVh4u9g946A3IFXCCc5OLRy5x9Y2Y9Jm50KLtGeVCah7al1P5MVxWt92gBaOGC7eGZCLDqwmn58wNO3WXJdeX1MTIViXhQMyqQNaakrBYcQGjlDwXSAPbWYLHfSkkZg.GHVpOFNLYgAUnX6AQffbzrCfcAFP7_-vh_RmZ06t7hE&dib_tag=se&keywords=laptop&qid=1729535474&sprefix=laptop%2Caps%2C245&sr=8-106
29,"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.8 Kg), E1504FA-NJ541WS  ","38,421",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNjQ2Njc2MTQxOTE1MzMxOjE3Mjk1MzU0NzQ6c3BfbXRmOjMwMDMzMDQ5NzAzMjYzMjo6MDo6&url=%2FASUS-Vivobook-Integrated-Graphics-E1504FA-NJ541WS%2Fdp%2FB0BQSH511C%2Fref%3Dsr_1_107_sspa%3Fcrid%3D1I4MOMTVBBY8T%26dib%3DeyJ2IjoiMSJ9.Q2dmYQ8bNxU4xZzASqCI27Y0MbnBZnCSUm8moPwkdgmdx6KtEq1RuH5yW24_mrz14go0ylMqGAVFwUEOyfRTneI3avoVoOSZZWcvjbFiTLOeIVh4u9g946A3IFXCCc5OLRy5x9Y2Y9Jm50KLtGeVCah7al1P5MVxWt92gBaOGC7eGZCLDqwmn58wNO3WXJdeX1MTIViXhQMyqQNaakrBYcQGjlDwXSAPbWYLHfSkkZg.GHVpOFNLYgAUnX6AQffbzrCfcAFP7_-vh_RmZ06t7hE%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1729535474%26sprefix%3Dlaptop%252Caps%252C245%26sr%3D8-107-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
30,"HP Pavilion 16, Enhanced by AI, Intel Core Ultra 7 155U, 16-inch (40.6 cm), WUXGA, 16GB LPDDR5x, 512GB SSD, Intel Graphics, 1080p FHD IR Camera, Copilot, Backlit KB (Win 11, Silver, 1.77 kg),af0028TU  ","81,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNjQ2Njc2MTQxOTE1MzMxOjE3Mjk1MzU0NzQ6c3BfbXRmOjMwMDI1MDgyODY5ODAzMjo6MDo6&url=%2FHP-Pavilion-Enhanced-Graphics-af0028TU%2Fdp%2FB0D2685XZW%2Fref%3Dsr_1_108_sspa%3Fcrid%3D1I4MOMTVBBY8T%26dib%3DeyJ2IjoiMSJ9.Q2dmYQ8bNxU4xZzASqCI27Y0MbnBZnCSUm8moPwkdgmdx6KtEq1RuH5yW24_mrz14go0ylMqGAVFwUEOyfRTneI3avoVoOSZZWcvjbFiTLOeIVh4u9g946A3IFXCCc5OLRy5x9Y2Y9Jm50KLtGeVCah7al1P5MVxWt92gBaOGC7eGZCLDqwmn58wNO3WXJdeX1MTIViXhQMyqQNaakrBYcQGjlDwXSAPbWYLHfSkkZg.GHVpOFNLYgAUnX6AQffbzrCfcAFP7_-vh_RmZ06t7hE%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1729535474%26sprefix%3Dlaptop%252Caps%252C245%26sr%3D8-108-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
31,"ASUS Vivobook 15, 15.6"" (39.62cm) FHD, 60Hz, Core i7-12700H 12th Gen, Thin and Light Laptop (16GB RAM/512GB SSD/Iris Xáµ‰ Graphics/Windows 11/Office 2021/Quiet Blue/1.7 Kg), X1502ZA-EJ744WS  ","56,990",https://amazon.in//ASUS-Vivobook-i7-12700H-Graphics-X1502ZA-EJ744WS/dp/B0D3LQRHWC/ref=sr_1_109?crid=1I4MOMTVBBY8T&dib=eyJ2IjoiMSJ9.Q2dmYQ8bNxU4xZzASqCI27Y0MbnBZnCSUm8moPwkdgmdx6KtEq1RuH5yW24_mrz14go0ylMqGAVFwUEOyfRTneI3avoVoOSZZWcvjbFiTLOeIVh4u9g946A3IFXCCc5OLRy5x9Y2Y9Jm50KLtGeVCah7al1P5MVxWt92gBaOGC7eGZCLDqwmn58wNO3WXJdeX1MTIViXhQMyqQNaakrBYcQGjlDwXSAPbWYLHfSkkZg.GHVpOFNLYgAUnX6AQffbzrCfcAFP7_-vh_RmZ06t7hE&dib_tag=se&keywords=laptop&qid=1729535474&sprefix=laptop%2Caps%2C245&sr=8-109
32,"Lenovo V15 12th Gen Intel Core i5-1235U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA07RIH  ","44,990",https://amazon.in//Lenovo-V15-i5-1235U-Windows-82TTA07RIH/dp/B0DDY3SG2G/ref=sr_1_111?crid=1I4MOMTVBBY8T&dib=eyJ2IjoiMSJ9.Q2dmYQ8bNxU4xZzASqCI27Y0MbnBZnCSUm8moPwkdgmdx6KtEq1RuH5yW24_mrz14go0ylMqGAVFwUEOyfRTneI3avoVoOSZZWcvjbFiTLOeIVh4u9g946A3IFXCCc5OLRy5x9Y2Y9Jm50KLtGeVCah7al1P5MVxWt92gBaOGC7eGZCLDqwmn58wNO3WXJdeX1MTIViXhQMyqQNaakrBYcQGjlDwXSAPbWYLHfSkkZg.GHVpOFNLYgAUnX6AQffbzrCfcAFP7_-vh_RmZ06t7hE&dib_tag=se&keywords=laptop&qid=1729535474&sprefix=laptop%2Caps%2C245&sr=8-111
33,"Dell XPS 9730 Laptop, Intel Core i7-13700H Processor/32GB DDR5/1TB SSD/NVIDIA RTX 4060 8GB GDDR6/17.0"" (43.18cm) UHD+ AR Touch 500 nits/Backlit KB + FPR/Win 11 + MSO'21 + 15 Month McAfee/Silver/2.44kg  ","1,99,990",https://amazon.in//Dell-i7-13700H-Processor-43-18cm-Backlit/dp/B0CBKVJRHY/ref=sr_1_112?crid=1I4MOMTVBBY8T&dib=eyJ2IjoiMSJ9.Q2dmYQ8bNxU4xZzASqCI27Y0MbnBZnCSUm8moPwkdgmdx6KtEq1RuH5yW24_mrz14go0ylMqGAVFwUEOyfRTneI3avoVoOSZZWcvjbFiTLOeIVh4u9g946A3IFXCCc5OLRy5x9Y2Y9Jm50KLtGeVCah7al1P5MVxWt92gBaOGC7eGZCLDqwmn58wNO3WXJdeX1MTIViXhQMyqQNaakrBYcQGjlDwXSAPbWYLHfSkkZg.GHVpOFNLYgAUnX6AQffbzrCfcAFP7_-vh_RmZ06t7hE&dib_tag=se&keywords=laptop&qid=1729535474&sprefix=laptop%2Caps%2C245&sr=8-112
34,"Dell Inspiron 3530 Thin & Light Laptop, 13th Gen Intel Core i3-1305U/8GB/512GB SSD/15.6"" (39.62cm) 120Hz Refresh Rate on a FHD IPS Display/Windows 11 + MSO'21+McAfee 15 Month/Carbon Black/1.62kg  ","36,990",https://amazon.in//Dell-Inspiron-3530-i3-1305U-Comfortview/dp/B0C4ZM63RP/ref=sr_1_30?crid=1I4MOMTVBBY8T&dib=eyJ2IjoiMSJ9.1W0buun-v-75B7EFlMS2z2Mb57dCNKrFj-KeoUBwvefOC_6umSWQja5-wpc93c1y7hlljv2MvsrsJMa5ozEEdKmWEoxM1btIqLpPTAmd3EOkLC9i5ZKE5d590K8dvueC22rfivQcmHaJ5NfL7qn4rsSDxf-eDFDxcvEQvmlIYVA5w4TAUTGBKy3xzcwbxaO9HnIV0LmPLcZ_h5m9BTA2KOrXoV3tkVC2scc5FPWKoBs._GEvncubdewqhR7Qn2TOMWC6ldMgwhpdvcTGpSrOZ7k&dib_tag=se&keywords=laptop&qid=1729535432&sprefix=laptop%2Caps%2C245&sr=8-30
35,"Lenovo V14 G3 Laptop (Intel Core i5/ 12th Gen/ 8GB RAM/ 512GB SSD/DOS/ 14"" Inch), Arctic Grey, 1 Year Service Center Carry in Warranty  ","35,380",https://amazon.in//Lenovo-Laptop-Arctic-Service-Warranty/dp/B0DG9CKJ9P/ref=sr_1_114?crid=1I4MOMTVBBY8T&dib=eyJ2IjoiMSJ9.Q2dmYQ8bNxU4xZzASqCI27Y0MbnBZnCSUm8moPwkdgmdx6KtEq1RuH5yW24_mrz14go0ylMqGAVFwUEOyfRTneI3avoVoOSZZWcvjbFiTLOeIVh4u9g946A3IFXCCc5OLRy5x9Y2Y9Jm50KLtGeVCah7al1P5MVxWt92gBaOGC7eGZCLDqwmn58wNO3WXJdeX1MTIViXhQMyqQNaakrBYcQGjlDwXSAPbWYLHfSkkZg.GHVpOFNLYgAUnX6AQffbzrCfcAFP7_-vh_RmZ06t7hE&dib_tag=se&keywords=laptop&qid=1729535474&sprefix=laptop%2Caps%2C245&sr=8-114
36,"Dell 15 Thin & Light Laptop, Intel Core 13th Generation i5-1334U Processor, 16GB DDR4 & 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits, Windows 11 + MSO'21 + 15 Month Mcafee, Carbon Black, 1.66kg  ","52,490",https://amazon.in//Dell-Generation-i5-1334U-Processor-39-62cm/dp/B0D46QQHW6/ref=sr_1_115?crid=1I4MOMTVBBY8T&dib=eyJ2IjoiMSJ9.Q2dmYQ8bNxU4xZzASqCI27Y0MbnBZnCSUm8moPwkdgmdx6KtEq1RuH5yW24_mrz14go0ylMqGAVFwUEOyfRTneI3avoVoOSZZWcvjbFiTLOeIVh4u9g946A3IFXCCc5OLRy5x9Y2Y9Jm50KLtGeVCah7al1P5MVxWt92gBaOGC7eGZCLDqwmn58wNO3WXJdeX1MTIViXhQMyqQNaakrBYcQGjlDwXSAPbWYLHfSkkZg.GHVpOFNLYgAUnX6AQffbzrCfcAFP7_-vh_RmZ06t7hE&dib_tag=se&keywords=laptop&qid=1729535474&sprefix=laptop%2Caps%2C245&sr=8-115
37,"Lenovo IdeaPad 3 12th Gen Intel Core i3-1215U 14 Inch (35.5cm) FHD Thin & Light Laptop (8GB/512GB SSD/Win 11/Office 2021/1Yr ADP Free/3months Game Pass/Arctic Grey/1.43Kg), 82RJ00FUIN  ","34,990",https://amazon.in//Lenovo-IdeaPad-i3-1215U-3months-82RJ00FUIN/dp/B0DFH99H7X/ref=sr_1_116?crid=1I4MOMTVBBY8T&dib=eyJ2IjoiMSJ9.Q2dmYQ8bNxU4xZzASqCI27Y0MbnBZnCSUm8moPwkdgmdx6KtEq1RuH5yW24_mrz14go0ylMqGAVFwUEOyfRTneI3avoVoOSZZWcvjbFiTLOeIVh4u9g946A3IFXCCc5OLRy5x9Y2Y9Jm50KLtGeVCah7al1P5MVxWt92gBaOGC7eGZCLDqwmn58wNO3WXJdeX1MTIViXhQMyqQNaakrBYcQGjlDwXSAPbWYLHfSkkZg.GHVpOFNLYgAUnX6AQffbzrCfcAFP7_-vh_RmZ06t7hE&dib_tag=se&keywords=laptop&qid=1729535474&sprefix=laptop%2Caps%2C245&sr=8-116
38,"Lenovo V15 12th Gen Intel Core i7-1255U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA073IN  ","51,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNjQ2Njc2MTQxOTE1MzMxOjE3Mjk1MzU0NzQ6c3BfYnRmOjMwMDM0MDk2Njg0OTQzMjo6MDo6&url=%2FLenovo-V15-i7-1255U-Windows-82TTA073IN%2Fdp%2FB0DDY3XT48%2Fref%3Dsr_1_117_sspa%3Fcrid%3D1I4MOMTVBBY8T%26dib%3DeyJ2IjoiMSJ9.Q2dmYQ8bNxU4xZzASqCI27Y0MbnBZnCSUm8moPwkdgmdx6KtEq1RuH5yW24_mrz14go0ylMqGAVFwUEOyfRTneI3avoVoOSZZWcvjbFiTLOeIVh4u9g946A3IFXCCc5OLRy5x9Y2Y9Jm50KLtGeVCah7al1P5MVxWt92gBaOGC7eGZCLDqwmn58wNO3WXJdeX1MTIViXhQMyqQNaakrBYcQGjlDwXSAPbWYLHfSkkZg.GHVpOFNLYgAUnX6AQffbzrCfcAFP7_-vh_RmZ06t7hE%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1729535474%26sprefix%3Dlaptop%252Caps%252C245%26sr%3D8-117-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
39,"Lenovo IdeaPad Pro 5 Intel Evo Core Ultra 9 185H Built-in AI 14"" (35.56cm) 2.8K-OLED 400Nits 120Hz Laptop (32GB/1TB SSD/Win11/MSO 21/FHD+IR Camera/1Yr ADP Free/3 Mon Game Pass/Grey/1.4Kg), 83D2001GIN  ","1,04,790",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNjQ2Njc2MTQxOTE1MzMxOjE3Mjk1MzU0NzQ6c3BfYnRmOjMwMDIwMTY0MTkwMDAzMjo6MDo6&url=%2FLenovo-IdeaPad-35-56cm-2-8K-OLED-83D2001GIN%2Fdp%2FB0CY2LDT1S%2Fref%3Dsr_1_118_sspa%3Fcrid%3D1I4MOMTVBBY8T%26dib%3DeyJ2IjoiMSJ9.Q2dmYQ8bNxU4xZzASqCI27Y0MbnBZnCSUm8moPwkdgmdx6KtEq1RuH5yW24_mrz14go0ylMqGAVFwUEOyfRTneI3avoVoOSZZWcvjbFiTLOeIVh4u9g946A3IFXCCc5OLRy5x9Y2Y9Jm50KLtGeVCah7al1P5MVxWt92gBaOGC7eGZCLDqwmn58wNO3WXJdeX1MTIViXhQMyqQNaakrBYcQGjlDwXSAPbWYLHfSkkZg.GHVpOFNLYgAUnX6AQffbzrCfcAFP7_-vh_RmZ06t7hE%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1729535474%26sprefix%3Dlaptop%252Caps%252C245%26sr%3D8-118-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
40,"Lenovo LOQ 2024 12th Gen Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop (16GB/512GB SSD/NVIDIA RTX 3050 6GB Graphics/Win 11/Non-MSO/3 Mon. Game Pass/Grey/2.4Kg), 83GS003NIN  ","65,690",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0NTQzNTc0NDg2MzY1NjA6MTcyOTUzNTQ4MTpzcF9hdGZfbmV4dDozMDAyNjM3NTA0NzYzMzI6OjA6Og&url=%2FLenovo-i5-12450HX-300Nits-Graphics-83GS003NIN%2Fdp%2FB0D49RN3X6%2Fref%3Dsr_1_113_sspa%3Fcrid%3D1I4MOMTVBBY8T%26dib%3DeyJ2IjoiMSJ9.VL4CMoA1m_2BPKvZOxpe5vsR1nfeA4eUhywJewPMSJQ4NJjsqCbkUjtUpxJ4jc3kRYtUkUGebOKhnqtcERjhqQLXr0U1TrnKrQawp5Y2478qhIzEYF8HqtF3OjR2JCHu6in-7uWlXOi-OcLaHoG4Fx20r35Yhh5zMaDdXR4Ko1y7XSYyP69K89NNbAgghSYGKDx2z2CNamEy7U1MIi85lnhPsthseQsTqiq7ztrDVfc.f3P_uMHrhiS7RMMT1jZYCxLwvIrMukKq3YTuK8g9rJ8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1729535481%26sprefix%3Dlaptop%252Caps%252C245%26sr%3D8-113-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
41,"ASUS Vivobook 15 (2023), Intel Core i5-1335U 13th Gen, Thin and Light Laptop, 15.6"" (39.62 cm) FHD, (16GB/512GB/Win11/Office 2021/Fingerprint/Silver/1.7 kg), X1504VA-NJ544WS  ","51,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0NTQzNTc0NDg2MzY1NjA6MTcyOTUzNTQ4MTpzcF9hdGZfbmV4dDozMDAyNDgxNTM5NTUzMzI6OjA6Og&url=%2FASUS-Vivobook-i5-1335U-Fingerprint-X1504VA-NJ544WS%2Fdp%2FB0C5N2M1PR%2Fref%3Dsr_1_114_sspa%3Fcrid%3D1I4MOMTVBBY8T%26dib%3DeyJ2IjoiMSJ9.VL4CMoA1m_2BPKvZOxpe5vsR1nfeA4eUhywJewPMSJQ4NJjsqCbkUjtUpxJ4jc3kRYtUkUGebOKhnqtcERjhqQLXr0U1TrnKrQawp5Y2478qhIzEYF8HqtF3OjR2JCHu6in-7uWlXOi-OcLaHoG4Fx20r35Yhh5zMaDdXR4Ko1y7XSYyP69K89NNbAgghSYGKDx2z2CNamEy7U1MIi85lnhPsthseQsTqiq7ztrDVfc.f3P_uMHrhiS7RMMT1jZYCxLwvIrMukKq3YTuK8g9rJ8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1729535481%26sprefix%3Dlaptop%252Caps%252C245%26sr%3D8-114-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
42,"HP Pavilion 14 12th Gen Intel Core i7 16GB SDRAM/1TB SSD 14 inch(35.6cm) FHD,IPS,Micro-Edge Display/Intel Iris Xe Graphics/B&O/Win 11/Backlit KB/FPR/MSO 2021/Natural Silver,14-dv2015TU  ","76,990",https://amazon.in//HP-Pavilion-Micro-Edge-Graphics-14-dv2015TU/dp/B0B1MBFJJ2/ref=sr_1_115?crid=1I4MOMTVBBY8T&dib=eyJ2IjoiMSJ9.VL4CMoA1m_2BPKvZOxpe5vsR1nfeA4eUhywJewPMSJQ4NJjsqCbkUjtUpxJ4jc3kRYtUkUGebOKhnqtcERjhqQLXr0U1TrnKrQawp5Y2478qhIzEYF8HqtF3OjR2JCHu6in-7uWlXOi-OcLaHoG4Fx20r35Yhh5zMaDdXR4Ko1y7XSYyP69K89NNbAgghSYGKDx2z2CNamEy7U1MIi85lnhPsthseQsTqiq7ztrDVfc.f3P_uMHrhiS7RMMT1jZYCxLwvIrMukKq3YTuK8g9rJ8&dib_tag=se&keywords=laptop&qid=1729535481&sprefix=laptop%2Caps%2C245&sr=8-115
